#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: texture.png (1156 x 1156)
# $TexturePacker:SmartUpdate:1811bbc2eddd5b4434ee7500cf6f7d1c:e9893d5f9939aadbdf3d0fda124c5807:70d0e13764b91c5f376e8512ace85106$
#

walkanim_0_0;0;1;1;66;98;66;98;0.5;0.5
walkanim_0_1;0;1;101;66;98;66;98;0.5;0.5
walkanim_0_2;0;1;201;66;98;66;98;0.5;0.5
walkanim_0_3;0;1;301;66;98;66;98;0.5;0.5
walkanim_0_4;0;1;401;66;98;66;98;0.5;0.5
walkanim_0_5;0;1;501;66;98;66;98;0.5;0.5
walkanim_0_6;0;1;601;66;98;66;98;0.5;0.5
walkanim_0_7;0;1;701;66;98;66;98;0.5;0.5
walkanim_2_0;0;273;801;66;98;66;98;0.5;0.5
walkanim_2_1;0;273;901;66;98;66;98;0.5;0.5
walkanim_2_2;0;273;1001;66;98;66;98;0.5;0.5
walkanim_2_3;0;341;301;66;98;66;98;0.5;0.5
walkanim_2_4;0;341;401;66;98;66;98;0.5;0.5
walkanim_2_5;0;341;501;66;98;66;98;0.5;0.5
walkanim_2_6;0;341;601;66;98;66;98;0.5;0.5
walkanim_2_7;0;341;701;66;98;66;98;0.5;0.5
walkanim_4_0;0;681;801;66;98;66;98;0.5;0.5
walkanim_4_1;0;681;901;66;98;66;98;0.5;0.5
walkanim_4_2;0;681;1001;66;98;66;98;0.5;0.5
walkanim_4_3;0;749;701;66;98;66;98;0.5;0.5
walkanim_4_4;0;749;801;66;98;66;98;0.5;0.5
walkanim_4_5;0;749;901;66;98;66;98;0.5;0.5
walkanim_4_6;0;749;1001;66;98;66;98;0.5;0.5
walkanim_4_7;0;817;701;66;98;66;98;0.5;0.5
walkanim_6_0;0;885;701;66;98;66;98;0.5;0.5
walkanim_6_1;0;953;701;66;98;66;98;0.5;0.5
walkanim_6_2;0;1021;701;66;98;66;98;0.5;0.5
walkanim_6_3;0;1089;701;66;98;66;98;0.5;0.5
walkanim_6_4;0;817;801;66;98;66;98;0.5;0.5
walkanim_6_5;0;817;901;66;98;66;98;0.5;0.5
walkanim_6_6;0;817;1001;66;98;66;98;0.5;0.5
walkanim_6_7;0;885;801;66;98;66;98;0.5;0.5
walkanim_8_0;0;953;801;66;98;66;98;0.5;0.5
walkanim_8_1;0;1021;801;66;98;66;98;0.5;0.5
walkanim_8_2;0;1089;801;66;98;66;98;0.5;0.5
walkanim_8_3;0;885;901;66;98;66;98;0.5;0.5
walkanim_8_4;0;885;1001;66;98;66;98;0.5;0.5
walkanim_8_5;0;953;901;66;98;66;98;0.5;0.5
walkanim_8_6;0;953;1001;66;98;66;98;0.5;0.5
walkanim_8_7;0;1021;901;66;98;66;98;0.5;0.5
walkanim_10_0;0;1;801;66;98;66;98;0.5;0.5
walkanim_10_1;0;1;901;66;98;66;98;0.5;0.5
walkanim_10_2;0;1;1001;66;98;66;98;0.5;0.5
walkanim_10_3;0;69;1;66;98;66;98;0.5;0.5
walkanim_10_4;0;137;1;66;98;66;98;0.5;0.5
walkanim_10_5;0;205;1;66;98;66;98;0.5;0.5
walkanim_10_6;0;273;1;66;98;66;98;0.5;0.5
walkanim_10_7;0;341;1;66;98;66;98;0.5;0.5
walkanim_12_0;0;409;1;66;98;66;98;0.5;0.5
walkanim_12_1;0;477;1;66;98;66;98;0.5;0.5
walkanim_12_2;0;545;1;66;98;66;98;0.5;0.5
walkanim_12_3;0;613;1;66;98;66;98;0.5;0.5
walkanim_12_4;0;681;1;66;98;66;98;0.5;0.5
walkanim_12_5;0;749;1;66;98;66;98;0.5;0.5
walkanim_12_6;0;817;1;66;98;66;98;0.5;0.5
walkanim_12_7;0;885;1;66;98;66;98;0.5;0.5
walkanim_14_0;0;953;1;66;98;66;98;0.5;0.5
walkanim_14_1;0;1021;1;66;98;66;98;0.5;0.5
walkanim_14_2;0;1089;1;66;98;66;98;0.5;0.5
walkanim_14_3;0;69;101;66;98;66;98;0.5;0.5
walkanim_14_4;0;69;201;66;98;66;98;0.5;0.5
walkanim_14_5;0;69;301;66;98;66;98;0.5;0.5
walkanim_14_6;0;69;401;66;98;66;98;0.5;0.5
walkanim_14_7;0;69;501;66;98;66;98;0.5;0.5
walkanim_16_0;0;69;601;66;98;66;98;0.5;0.5
walkanim_16_1;0;69;701;66;98;66;98;0.5;0.5
walkanim_16_2;0;69;801;66;98;66;98;0.5;0.5
walkanim_16_3;0;69;901;66;98;66;98;0.5;0.5
walkanim_16_4;0;69;1001;66;98;66;98;0.5;0.5
walkanim_16_5;0;137;101;66;98;66;98;0.5;0.5
walkanim_16_6;0;137;201;66;98;66;98;0.5;0.5
walkanim_16_7;0;137;301;66;98;66;98;0.5;0.5
walkanim_18_0;0;137;401;66;98;66;98;0.5;0.5
walkanim_18_1;0;137;501;66;98;66;98;0.5;0.5
walkanim_18_2;0;137;601;66;98;66;98;0.5;0.5
walkanim_18_3;0;137;701;66;98;66;98;0.5;0.5
walkanim_18_4;0;137;801;66;98;66;98;0.5;0.5
walkanim_18_5;0;137;901;66;98;66;98;0.5;0.5
walkanim_18_6;0;137;1001;66;98;66;98;0.5;0.5
walkanim_18_7;0;205;101;66;98;66;98;0.5;0.5
walkanim_20_0;0;273;101;66;98;66;98;0.5;0.5
walkanim_20_1;0;341;101;66;98;66;98;0.5;0.5
walkanim_20_2;0;409;101;66;98;66;98;0.5;0.5
walkanim_20_3;0;477;101;66;98;66;98;0.5;0.5
walkanim_20_4;0;545;101;66;98;66;98;0.5;0.5
walkanim_20_5;0;613;101;66;98;66;98;0.5;0.5
walkanim_20_6;0;681;101;66;98;66;98;0.5;0.5
walkanim_20_7;0;749;101;66;98;66;98;0.5;0.5
walkanim_22_0;0;817;101;66;98;66;98;0.5;0.5
walkanim_22_1;0;885;101;66;98;66;98;0.5;0.5
walkanim_22_2;0;953;101;66;98;66;98;0.5;0.5
walkanim_22_3;0;1021;101;66;98;66;98;0.5;0.5
walkanim_22_4;0;1089;101;66;98;66;98;0.5;0.5
walkanim_22_5;0;205;201;66;98;66;98;0.5;0.5
walkanim_22_6;0;205;301;66;98;66;98;0.5;0.5
walkanim_22_7;0;205;401;66;98;66;98;0.5;0.5
walkanim_24_0;0;205;501;66;98;66;98;0.5;0.5
walkanim_24_1;0;205;601;66;98;66;98;0.5;0.5
walkanim_24_2;0;205;701;66;98;66;98;0.5;0.5
walkanim_24_3;0;205;801;66;98;66;98;0.5;0.5
walkanim_24_4;0;205;901;66;98;66;98;0.5;0.5
walkanim_24_5;0;205;1001;66;98;66;98;0.5;0.5
walkanim_24_6;0;273;201;66;98;66;98;0.5;0.5
walkanim_24_7;0;341;201;66;98;66;98;0.5;0.5
walkanim_26_0;0;409;201;66;98;66;98;0.5;0.5
walkanim_26_1;0;477;201;66;98;66;98;0.5;0.5
walkanim_26_2;0;545;201;66;98;66;98;0.5;0.5
walkanim_26_3;0;613;201;66;98;66;98;0.5;0.5
walkanim_26_4;0;681;201;66;98;66;98;0.5;0.5
walkanim_26_5;0;749;201;66;98;66;98;0.5;0.5
walkanim_26_6;0;817;201;66;98;66;98;0.5;0.5
walkanim_26_7;0;885;201;66;98;66;98;0.5;0.5
walkanim_28_0;0;953;201;66;98;66;98;0.5;0.5
walkanim_28_1;0;1021;201;66;98;66;98;0.5;0.5
walkanim_28_2;0;1089;201;66;98;66;98;0.5;0.5
walkanim_28_3;0;273;301;66;98;66;98;0.5;0.5
walkanim_28_4;0;273;401;66;98;66;98;0.5;0.5
walkanim_28_5;0;273;501;66;98;66;98;0.5;0.5
walkanim_28_6;0;273;601;66;98;66;98;0.5;0.5
walkanim_28_7;0;273;701;66;98;66;98;0.5;0.5
walkanim_30_0;0;341;801;66;98;66;98;0.5;0.5
walkanim_30_1;0;341;901;66;98;66;98;0.5;0.5
walkanim_30_2;0;341;1001;66;98;66;98;0.5;0.5
walkanim_30_3;0;409;301;66;98;66;98;0.5;0.5
walkanim_30_4;0;477;301;66;98;66;98;0.5;0.5
walkanim_30_5;0;545;301;66;98;66;98;0.5;0.5
walkanim_30_6;0;613;301;66;98;66;98;0.5;0.5
walkanim_30_7;0;681;301;66;98;66;98;0.5;0.5
walkanim_32_0;0;749;301;66;98;66;98;0.5;0.5
walkanim_32_1;0;817;301;66;98;66;98;0.5;0.5
walkanim_32_2;0;885;301;66;98;66;98;0.5;0.5
walkanim_32_3;0;953;301;66;98;66;98;0.5;0.5
walkanim_32_4;0;1021;301;66;98;66;98;0.5;0.5
walkanim_32_5;0;1089;301;66;98;66;98;0.5;0.5
walkanim_32_6;0;409;401;66;98;66;98;0.5;0.5
walkanim_32_7;0;409;501;66;98;66;98;0.5;0.5
walkanim_34_0;0;409;601;66;98;66;98;0.5;0.5
walkanim_34_1;0;409;701;66;98;66;98;0.5;0.5
walkanim_34_2;0;409;801;66;98;66;98;0.5;0.5
walkanim_34_3;0;409;901;66;98;66;98;0.5;0.5
walkanim_34_4;0;409;1001;66;98;66;98;0.5;0.5
walkanim_34_5;0;477;401;66;98;66;98;0.5;0.5
walkanim_34_6;0;545;401;66;98;66;98;0.5;0.5
walkanim_34_7;0;613;401;66;98;66;98;0.5;0.5
walkanim_36_0;0;681;401;66;98;66;98;0.5;0.5
walkanim_36_1;0;749;401;66;98;66;98;0.5;0.5
walkanim_36_2;0;817;401;66;98;66;98;0.5;0.5
walkanim_36_3;0;885;401;66;98;66;98;0.5;0.5
walkanim_36_4;0;953;401;66;98;66;98;0.5;0.5
walkanim_36_5;0;1021;401;66;98;66;98;0.5;0.5
walkanim_36_6;0;1089;401;66;98;66;98;0.5;0.5
walkanim_36_7;0;477;501;66;98;66;98;0.5;0.5
walkanim_38_0;0;477;601;66;98;66;98;0.5;0.5
walkanim_38_1;0;477;701;66;98;66;98;0.5;0.5
walkanim_38_2;0;477;801;66;98;66;98;0.5;0.5
walkanim_38_3;0;477;901;66;98;66;98;0.5;0.5
walkanim_38_4;0;477;1001;66;98;66;98;0.5;0.5
walkanim_38_5;0;545;501;66;98;66;98;0.5;0.5
walkanim_38_6;0;545;601;66;98;66;98;0.5;0.5
walkanim_38_7;0;545;701;66;98;66;98;0.5;0.5
walkanim_40_0;0;545;801;66;98;66;98;0.5;0.5
walkanim_40_1;0;545;901;66;98;66;98;0.5;0.5
walkanim_40_2;0;545;1001;66;98;66;98;0.5;0.5
walkanim_40_3;0;613;501;66;98;66;98;0.5;0.5
walkanim_40_4;0;681;501;66;98;66;98;0.5;0.5
walkanim_40_5;0;749;501;66;98;66;98;0.5;0.5
walkanim_40_6;0;817;501;66;98;66;98;0.5;0.5
walkanim_40_7;0;885;501;66;98;66;98;0.5;0.5
walkanim_42_0;0;953;501;66;98;66;98;0.5;0.5
walkanim_42_1;0;1021;501;66;98;66;98;0.5;0.5
walkanim_42_2;0;1089;501;66;98;66;98;0.5;0.5
walkanim_42_3;0;613;601;66;98;66;98;0.5;0.5
walkanim_42_4;0;613;701;66;98;66;98;0.5;0.5
walkanim_42_5;0;613;801;66;98;66;98;0.5;0.5
walkanim_42_6;0;613;901;66;98;66;98;0.5;0.5
walkanim_42_7;0;613;1001;66;98;66;98;0.5;0.5
walkanim_44_0;0;681;601;66;98;66;98;0.5;0.5
walkanim_44_1;0;749;601;66;98;66;98;0.5;0.5
walkanim_44_2;0;817;601;66;98;66;98;0.5;0.5
walkanim_44_3;0;885;601;66;98;66;98;0.5;0.5
walkanim_44_4;0;953;601;66;98;66;98;0.5;0.5
walkanim_44_5;0;1021;601;66;98;66;98;0.5;0.5
walkanim_44_6;0;1089;601;66;98;66;98;0.5;0.5
walkanim_44_7;0;681;701;66;98;66;98;0.5;0.5
